Format Version,1.21,Take Name,evo_flight_11,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-07-20 10.57.49 AM,Total Frames in Take,14678,Total Exported Frames,14678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z
9160,76.333333,-0.066834,-0.711129,-0.077893,-0.695530,-1.586400,1.940250,-0.674385
9161,76.341667,-0.067418,-0.713213,-0.074330,-0.693727,-1.586584,1.939058,-0.675501
9162,76.350000,-0.071969,-0.707669,-0.079904,-0.698313,-1.585964,1.938910,-0.675439
9163,76.358333,0.013516,-0.731114,-0.015636,-0.681942,-1.592586,1.923063,-0.685405
9164,76.366667,0.014487,-0.732779,-0.015822,-0.680128,-1.592336,1.922572,-0.686390
9165,76.375000,0.010439,-0.730549,-0.016453,-0.682583,-1.592411,1.921997,-0.686149
9166,76.383333,0.011260,-0.730331,-0.016226,-0.682808,-1.591975,1.921717,-0.686892
9167,76.391667,0.010140,-0.729885,-0.016725,-0.683290,-1.592624,1.921390,-0.687416
9168,76.400000,0.011022,-0.730024,-0.020149,-0.683036,-1.592127,1.920655,-0.687427
9169,76.408333,0.006314,-0.729452,-0.018502,-0.683753,-1.592611,1.920345,-0.687694
9170,76.416667,0.006764,-0.729531,-0.019267,-0.683642,-1.592559,1.920131,-0.687962
9171,76.425000,0.019831,-0.732555,-0.013968,-0.680275,-1.593343,1.917551,-0.689731
9172,76.433333,0.017629,-0.732698,-0.014727,-0.680166,-1.593794,1.916874,-0.689677
9173,76.441667,0.014240,-0.733604,-0.012737,-0.679309,-1.593970,1.916659,-0.689880
9174,76.450000,0.011205,-0.733792,-0.012235,-0.679171,-1.594023,1.916199,-0.690585
9175,76.458333,0.010553,-0.732861,-0.012624,-0.680180,-1.593953,1.915762,-0.690790
9176,76.466667,0.011584,-0.731887,-0.015324,-0.681156,-1.593989,1.915713,-0.690540
9177,76.475000,0.006843,-0.732292,-0.015108,-0.680789,-1.593761,1.915184,-0.690854
9178,76.483333,0.006930,-0.732212,-0.014761,-0.680882,-1.593568,1.914992,-0.691446
9179,76.491667,0.003034,-0.730792,-0.015868,-0.682409,-1.593972,1.914296,-0.691672
9180,76.500000,0.003950,-0.731605,-0.016385,-0.681521,-1.593783,1.913996,-0.692000
9181,76.508333,0.001147,-0.732206,-0.015925,-0.680896,-1.593939,1.913448,-0.692537
9182,76.516667,0.000661,-0.731982,-0.015441,-0.681149,-1.593414,1.913056,-0.692764
9183,76.525000,0.000564,-0.729248,-0.018647,-0.683995,-1.593219,1.912217,-0.693986
9184,76.533333,-0.000943,-0.731550,-0.015660,-0.681607,-1.593740,1.912193,-0.693675
9185,76.541667,-0.009260,-0.735976,-0.019964,-0.676649,-1.594292,1.912197,-0.695575
9186,76.550000,-0.000402,-0.735953,-0.014580,-0.676876,-1.594781,1.910724,-0.696062
9187,76.558333,0.010475,-0.732937,-0.011537,-0.680118,-1.593654,1.908960,-0.696440
9188,76.566667,0.009955,-0.733992,-0.009164,-0.679023,-1.594160,1.908850,-0.696248
9189,76.575000,0.010189,-0.733436,-0.013048,-0.679557,-1.593624,1.908301,-0.696328
9190,76.583333,0.007999,-0.734095,-0.011924,-0.678895,-1.593866,1.908376,-0.696588
9191,76.591667,0.005310,-0.733222,-0.013540,-0.679834,-1.593574,1.908036,-0.697089
9192,76.600000,0.008760,-0.733774,-0.013919,-0.679195,-1.593765,1.908089,-0.697181
9193,76.608333,0.004448,-0.734608,-0.014325,-0.678326,-1.593662,1.907611,-0.697049
9194,76.616667,0.001623,-0.733927,-0.015628,-0.679046,-1.593258,1.907098,-0.697348
9195,76.625000,0.001583,-0.734677,-0.019021,-0.678149,-1.593240,1.907565,-0.698065
9196,76.633333,0.001607,-0.733106,-0.018288,-0.679867,-1.592949,1.906731,-0.697865
9197,76.641667,-0.006806,-0.734462,-0.020620,-0.678302,-1.592979,1.906750,-0.698317
9198,76.650000,-0.000283,-0.734303,-0.020390,-0.678516,-1.592756,1.906612,-0.698304
9199,76.658333,0.000016,-0.734204,-0.023425,-0.678525,-1.591844,1.905876,-0.698986
9200,76.666667,-0.005825,-0.732245,-0.022252,-0.680653,-1.592371,1.905920,-0.698879
9201,76.675000,-0.005572,-0.732717,-0.025600,-0.680029,-1.591894,1.905253,-0.699025
9202,76.683333,-0.008148,-0.736407,-0.028360,-0.675896,-1.592404,1.906295,-0.699511
9203,76.691667,-0.007327,-0.733852,-0.023203,-0.678874,-1.591349,1.905011,-0.699169
9204,76.700000,-0.008885,-0.733306,-0.026697,-0.679316,-1.591574,1.905142,-0.699661
9205,76.708333,-0.005583,-0.734876,-0.028863,-0.677564,-1.591550,1.905233,-0.699886
9206,76.716667,-0.008219,-0.736445,-0.030035,-0.675781,-1.590997,1.904866,-0.699796
9207,76.725000,-0.009355,-0.734039,-0.028795,-0.678433,-1.590827,1.904203,-0.700013
9208,76.733333,-0.009245,-0.732881,-0.033053,-0.679490,-1.590373,1.904004,-0.700552
9209,76.741667,-0.001335,-0.733375,-0.030063,-0.679159,-1.589863,1.903066,-0.700961
9210,76.750000,-0.007278,-0.734038,-0.030031,-0.678405,-1.589486,1.903260,-0.700391
9211,76.758333,-0.007656,-0.734249,-0.031067,-0.678126,-1.589858,1.903104,-0.700697
9212,76.766667,-0.002722,-0.732699,-0.036341,-0.679577,-1.589298,1.902951,-0.701413
9213,76.775000,-0.007107,-0.736174,-0.032044,-0.675996,-1.589360,1.902774,-0.700943
9214,76.783333,-0.011213,-0.734201,-0.032915,-0.678041,-1.588996,1.902204,-0.701126
9215,76.791667,-0.011328,-0.734703,-0.033981,-0.677443,-1.588478,1.901795,-0.701415
9216,76.800000,-0.003658,-0.732805,-0.030061,-0.679764,-1.587788,1.900889,-0.701922
9217,76.808333,-0.007306,-0.734017,-0.034483,-0.678216,-1.587839,1.901342,-0.701581
9218,76.816667,-0.004742,-0.734541,-0.033025,-0.677743,-1.587766,1.900477,-0.701914
9219,76.825000,0.001771,-0.734584,-0.028059,-0.677935,-1.587336,1.898938,-0.702457
9220,76.833333,0.006124,-0.733578,-0.027910,-0.679004,-1.586042,1.897787,-0.703688
9221,76.841667,-0.012508,-0.733039,-0.035893,-0.679123,-1.586911,1.900108,-0.702349
9222,76.850000,0.019401,-0.734053,-0.013371,-0.678684,-1.585719,1.893540,-0.703222
9223,76.858333,0.022555,-0.733640,-0.014536,-0.679008,-1.585630,1.893870,-0.703059
9224,76.866667,0.021045,-0.733684,-0.015022,-0.678999,-1.584909,1.893236,-0.703747
9225,76.875000,0.014044,-0.733814,-0.014315,-0.679054,-1.585342,1.893199,-0.703308
9226,76.883333,0.015265,-0.734415,-0.015725,-0.678347,-1.584895,1.892714,-0.703435
9227,76.891667,0.015021,-0.734388,-0.014949,-0.678399,-1.584753,1.891925,-0.703782
9228,76.900000,0.010376,-0.735043,-0.018518,-0.677688,-1.584124,1.892009,-0.703993
9229,76.908333,0.004173,-0.733333,-0.015945,-0.679670,-1.584671,1.891756,-0.703948
9230,76.916667,0.004914,-0.735086,-0.017399,-0.677733,-1.584285,1.891103,-0.703910
9231,76.925000,0.006438,-0.735129,-0.016180,-0.677704,-1.583659,1.890056,-0.704404
9232,76.933333,-0.001386,-0.736048,-0.019522,-0.676646,-1.583679,1.890602,-0.703953
9233,76.941667,-0.002181,-0.734215,-0.020590,-0.678601,-1.583505,1.889827,-0.704626
9234,76.950000,-0.003739,-0.735652,-0.019021,-0.677082,-1.583492,1.889649,-0.704375
9235,76.958333,0.013618,-0.733837,-0.010015,-0.679115,-1.581681,1.885943,-0.705800
9236,76.966667,0.004562,-0.734095,-0.012685,-0.678913,-1.582180,1.886490,-0.705089
9237,76.975000,0.003885,-0.733610,-0.013073,-0.679434,-1.581902,1.885784,-0.705736
9238,76.983333,0.003320,-0.734292,-0.010504,-0.678744,-1.581704,1.884817,-0.705839
9239,76.991667,-0.000706,-0.736228,-0.011571,-0.676634,-1.581342,1.885375,-0.705263
9240,77.000000,-0.006694,-0.735366,-0.013044,-0.677511,-1.581468,1.884878,-0.705491
9241,77.008333,-0.012066,-0.736025,-0.021257,-0.676513,-1.581231,1.885328,-0.705691
9242,77.016667,-0.009878,-0.736107,-0.016010,-0.676604,-1.580811,1.884100,-0.706042
9243,77.025000,-0.014414,-0.736712,-0.017116,-0.675836,-1.580196,1.883384,-0.705629
9244,77.033333,-0.025319,-0.737978,-0.020167,-0.674048,-1.580367,1.883647,-0.706061
9245,77.041667,-0.024965,-0.737473,-0.022482,-0.674541,-1.580207,1.883322,-0.706059
9246,77.050000,-0.021568,-0.739077,-0.017659,-0.673044,-1.579357,1.882282,-0.705890
9247,77.058333,-0.026853,-0.738614,-0.018034,-0.673353,-1.579161,1.881769,-0.705905
9248,77.066667,-0.029730,-0.737648,-0.014275,-0.674379,-1.577789,1.880238,-0.706128
9249,77.075000,-0.031906,-0.739456,-0.026780,-0.671915,-1.578243,1.882015,-0.706556
9250,77.083333,-0.029859,-0.737781,-0.012619,-0.674261,-1.576423,1.878214,-0.706371
9251,77.091667,-0.011098,-0.734280,-0.001540,-0.678755,-1.574141,1.874914,-0.706926
9252,77.100000,-0.011876,-0.734375,0.000838,-0.678639,-1.573594,1.874081,-0.706774
9253,77.108333,-0.012700,-0.734534,0.000492,-0.678453,-1.571956,1.872796,-0.707135
9254,77.116667,-0.009973,-0.732617,0.004104,-0.680555,-1.570809,1.870483,-0.707254
9255,77.125000,-0.012289,-0.734664,0.004898,-0.678302,-1.569880,1.869990,-0.706721
9256,77.133333,-0.013359,-0.735973,0.004403,-0.676864,-1.569758,1.870415,-0.707278
9257,77.141667,-0.017087,-0.734426,0.003369,-0.678466,-1.568197,1.869147,-0.706944
9258,77.150000,-0.021740,-0.735515,0.002582,-0.677154,-1.567300,1.868228,-0.707492
9259,77.158333,-0.019843,-0.738410,0.003928,-0.674048,-1.567196,1.868279,-0.707158
9260,77.166667,-0.022382,-0.736224,0.003387,-0.676359,-1.565244,1.867998,-0.706615
9261,77.175000,-0.024799,-0.733997,0.001165,-0.678699,-1.564118,1.867115,-0.706850
9262,77.183333,-0.023037,-0.732806,0.001147,-0.680046,-1.562376,1.866784,-0.706439
9263,77.191667,-0.024114,-0.732733,0.002034,-0.680085,-1.560001,1.866224,-0.705766
9264,77.200000,-0.030741,-0.733823,0.004364,-0.678630,-1.559239,1.865871,-0.705164
9265,77.208333,-0.027948,-0.734136,0.000952,-0.678426,-1.557758,1.865266,-0.705509
9266,77.216667,-0.029459,-0.733980,0.001433,-0.678531,-1.556639,1.865078,-0.705665
9267,77.225000,-0.033090,-0.737459,0.002202,-0.674577,-1.555740,1.864645,-0.704637
9268,77.233333,-0.038280,-0.737774,0.002409,-0.673958,-1.554308,1.864047,-0.704980
9269,77.241667,-0.030663,-0.738666,0.000251,-0.673374,-1.553106,1.863849,-0.705164
9270,77.250000,-0.034258,-0.737784,0.002851,-0.674161,-1.551063,1.863422,-0.704409
9271,77.258333,-0.037043,-0.737759,0.001947,-0.674045,-1.549904,1.862844,-0.704289
9272,77.266667,-0.036052,-0.736191,0.004232,-0.675799,-1.547225,1.862682,-0.703774
9273,77.275000,-0.035312,-0.738118,0.000749,-0.673747,-1.545970,1.862262,-0.704646
9274,77.283333,-0.030063,-0.731741,0.008737,-0.680864,-1.541498,1.860171,-0.702900
9275,77.291667,-0.032402,-0.733343,0.004740,-0.679069,-1.539373,1.860301,-0.702015
9276,77.300000,-0.035604,-0.734195,0.006876,-0.677970,-1.537723,1.860151,-0.701952
9277,77.308333,-0.036044,-0.735391,0.005911,-0.676658,-1.535932,1.859631,-0.701562
9278,77.316667,-0.037322,-0.735758,0.003938,-0.676204,-1.534243,1.859200,-0.701643
9279,77.325000,-0.034297,-0.738345,0.004397,-0.673536,-1.532400,1.859137,-0.701092
9280,77.333333,-0.037563,-0.732021,0.005195,-0.680226,-1.527444,1.858945,-0.699836
9281,77.341667,-0.032522,-0.733879,0.007244,-0.678463,-1.526145,1.857525,-0.700639
9282,77.350000,-0.033476,-0.734757,0.008369,-0.677452,-1.523798,1.857561,-0.699648
9283,77.358333,-0.038485,-0.730467,0.002183,-0.681859,-1.520059,1.858138,-0.697988
9284,77.366667,-0.036342,-0.735196,0.006881,-0.676845,-1.518142,1.857104,-0.698673
9285,77.375000,-0.038336,-0.737938,0.004770,-0.673762,-1.516753,1.856819,-0.700117
9286,77.383333,-0.029812,-0.734649,0.007035,-0.677755,-1.513240,1.856162,-0.699034
9287,77.391667,-0.030620,-0.736292,0.006457,-0.675940,-1.511088,1.856338,-0.698060
9288,77.400000,-0.033933,-0.733551,0.009106,-0.678725,-1.506348,1.855654,-0.696342
9289,77.408333,-0.029334,-0.733215,0.007827,-0.679319,-1.503653,1.855380,-0.696948
9290,77.416667,-0.030265,-0.736198,0.005164,-0.676069,-1.501350,1.855374,-0.696925
9291,77.425000,-0.032688,-0.737832,0.005855,-0.674168,-1.498578,1.855347,-0.695408
9292,77.433333,-0.035013,-0.740339,0.006780,-0.671287,-1.496050,1.854731,-0.695313
9293,77.441667,-0.031773,-0.741213,0.005940,-0.670492,-1.493999,1.854844,-0.694813
9294,77.450000,-0.023661,-0.733736,0.012194,-0.678913,-1.486991,1.853139,-0.691701
9295,77.458333,-0.027503,-0.735716,0.012027,-0.676624,-1.484491,1.852821,-0.691150
9296,77.466667,-0.031255,-0.735880,0.005386,-0.676369,-1.481059,1.853906,-0.691579
9297,77.475000,-0.027792,-0.736323,0.005094,-0.676040,-1.478118,1.853607,-0.691661
9298,77.483333,-0.028249,-0.738894,0.003869,-0.673218,-1.475571,1.853355,-0.689960
9299,77.491667,-0.027135,-0.741006,0.003679,-0.670940,-1.472683,1.853174,-0.689852
9300,77.500000,-0.029514,-0.732063,0.003380,-0.680589,-1.465373,1.852978,-0.686148
9301,77.508333,-0.030797,-0.733047,0.001494,-0.679479,-1.462147,1.852641,-0.686518
9302,77.516667,-0.029234,-0.731397,0.000936,-0.681325,-1.457533,1.852180,-0.684627
9303,77.525000,-0.029188,-0.736746,0.004492,-0.675525,-1.455377,1.851193,-0.684804
9304,77.533333,-0.028011,-0.732956,0.002472,-0.679695,-1.450875,1.851700,-0.683380
9305,77.541667,-0.024692,-0.732550,0.002586,-0.680261,-1.446075,1.850950,-0.683013
9306,77.550000,-0.026640,-0.735018,0.002716,-0.677519,-1.442885,1.850804,-0.681786
9307,77.558333,-0.027687,-0.735159,0.001639,-0.677328,-1.439400,1.850696,-0.680659
9308,77.566667,-0.024766,-0.732962,-0.000147,-0.679819,-1.434441,1.850419,-0.679917
9309,77.575000,-0.025918,-0.735832,0.000960,-0.676667,-1.431472,1.850531,-0.679516
9310,77.583333,-0.026548,-0.735265,0.001000,-0.677259,-1.427915,1.850114,-0.678680
9311,77.591667,-0.027448,-0.736886,0.000832,-0.675459,-1.423226,1.849789,-0.677339
9312,77.600000,-0.024905,-0.738446,-0.001908,-0.673850,-1.420035,1.849393,-0.677288
9313,77.608333,-0.031199,-0.731321,-0.001855,-0.681317,-1.412548,1.849357,-0.672752
9314,77.616667,-0.030777,-0.734015,-0.003056,-0.678429,-1.409260,1.849032,-0.672285
9315,77.625000,-0.031986,-0.735933,-0.003132,-0.676291,-1.405454,1.848887,-0.671305
9316,77.633333,-0.029189,-0.737072,-0.004278,-0.675170,-1.401605,1.848644,-0.671548
9317,77.641667,-0.033871,-0.729936,-0.005401,-0.682654,-1.394343,1.848113,-0.668476
9318,77.650000,-0.034859,-0.732203,-0.004172,-0.680181,-1.390025,1.848060,-0.667418
9319,77.658333,-0.031203,-0.731470,-0.003790,-0.681149,-1.385332,1.847564,-0.666300
9320,77.666667,-0.032177,-0.730442,-0.003383,-0.682208,-1.380304,1.847271,-0.665343
9321,77.675000,-0.034733,-0.730955,-0.007480,-0.681500,-1.376099,1.846979,-0.663393
9322,77.683333,-0.025461,-0.735363,-0.000944,-0.677195,-1.372275,1.845457,-0.662919
9323,77.691667,-0.034866,-0.737093,-0.007807,-0.674846,-1.368336,1.846606,-0.663858
9324,77.700000,-0.025186,-0.732660,-0.004915,-0.680111,-1.361857,1.845187,-0.660966
9325,77.708333,-0.027725,-0.735740,-0.006890,-0.676661,-1.358783,1.844998,-0.660235
9326,77.716667,-0.023625,-0.734835,-0.005797,-0.677809,-1.354280,1.844337,-0.659368
9327,77.725000,-0.023112,-0.737831,-0.005001,-0.674571,-1.348890,1.844165,-0.657849
9328,77.733333,-0.023168,-0.739170,-0.006894,-0.673085,-1.345018,1.843761,-0.656873
9329,77.741667,-0.028568,-0.731210,-0.009141,-0.681493,-1.336838,1.843439,-0.652403
9330,77.750000,-0.029807,-0.734374,-0.009868,-0.678018,-1.332445,1.843050,-0.651550
9331,77.758333,-0.021304,-0.731550,-0.006949,-0.681419,-1.326201,1.841892,-0.651139
9332,77.766667,-0.023487,-0.733652,-0.006164,-0.679091,-1.322089,1.841652,-0.649002
9333,77.775000,-0.023392,-0.736445,-0.008769,-0.676036,-1.318312,1.841176,-0.647432
9334,77.783333,-0.024241,-0.732112,-0.006961,-0.680718,-1.310761,1.840910,-0.645598
9335,77.791667,-0.025135,-0.735556,-0.008970,-0.676938,-1.307246,1.840717,-0.646162
9336,77.800000,-0.022638,-0.734420,-0.008535,-0.678264,-1.303189,1.840132,-0.644235
9337,77.808333,-0.020957,-0.739569,-0.010140,-0.672678,-1.299637,1.839618,-0.643400
9338,77.816667,-0.023871,-0.741075,-0.008478,-0.670944,-1.293031,1.839327,-0.641083
9339,77.825000,-0.023463,-0.730805,-0.012257,-0.682073,-1.283682,1.838859,-0.637556
9340,77.833333,-0.027822,-0.736082,-0.010861,-0.676233,-1.280413,1.838340,-0.635578
9341,77.841667,-0.028788,-0.734646,-0.013563,-0.677704,-1.274629,1.838189,-0.634364
9342,77.850000,-0.019299,-0.734998,-0.008127,-0.677746,-1.268745,1.837358,-0.632303
9343,77.858333,-0.020242,-0.735460,-0.012639,-0.677148,-1.264073,1.837270,-0.631900
9344,77.866667,-0.028068,-0.737199,-0.011444,-0.674995,-1.259498,1.836701,-0.629736
9345,77.875000,-0.021889,-0.736212,-0.010254,-0.676319,-1.252791,1.836065,-0.628632
9346,77.883333,-0.015481,-0.734844,-0.008662,-0.678005,-1.248387,1.835461,-0.626884
9347,77.891667,-0.018415,-0.737290,-0.008760,-0.675268,-1.241707,1.834363,-0.625818
9348,77.900000,-0.018567,-0.740811,-0.009796,-0.671386,-1.238258,1.833886,-0.623820
9349,77.908333,-0.018395,-0.732852,-0.009632,-0.680071,-1.228738,1.833540,-0.619390
9350,77.916667,-0.020191,-0.737714,-0.007857,-0.674766,-1.224526,1.833359,-0.618117
9351,77.925000,-0.014634,-0.730681,-0.009476,-0.682497,-1.216524,1.832983,-0.616056
9352,77.933333,-0.022307,-0.735526,-0.012855,-0.677008,-1.212923,1.832448,-0.614048
9353,77.941667,-0.014684,-0.734305,-0.009191,-0.678599,-1.206067,1.831784,-0.612527
9354,77.950000,-0.015880,-0.735897,-0.007412,-0.676867,-1.201307,1.831221,-0.610934
9355,77.958333,-0.007719,-0.731916,-0.004615,-0.681335,-1.193675,1.830140,-0.608354
9356,77.966667,-0.011407,-0.732251,-0.007846,-0.680894,-1.188787,1.829991,-0.606307
9357,77.975000,-0.009080,-0.735903,-0.008868,-0.676968,-1.183827,1.829611,-0.605346
9358,77.983333,-0.007140,-0.734727,-0.004352,-0.678312,-1.177221,1.828319,-0.602337
9359,77.991667,-0.004261,-0.733384,-0.007642,-0.679759,-1.170936,1.828049,-0.600726
9360,78.000000,-0.007999,-0.733024,-0.008517,-0.680102,-1.165781,1.827391,-0.598333
9361,78.008333,-0.005739,-0.734287,-0.011711,-0.678714,-1.163781,1.827798,-0.597741
9362,78.016667,-0.010087,-0.734100,-0.009914,-0.678894,-1.153298,1.826961,-0.594617
9363,78.025000,-0.002768,-0.731740,-0.011590,-0.681480,-1.147022,1.825966,-0.592517
9364,78.033333,-0.013943,-0.729303,-0.015991,-0.683862,-1.140268,1.826186,-0.589581
9365,78.041667,-0.015297,-0.734076,-0.017881,-0.678659,-1.135598,1.826305,-0.587442
9366,78.050000,-0.007120,-0.732795,-0.012969,-0.680288,-1.129143,1.824597,-0.585702
9367,78.058333,0.000366,-0.733390,-0.010906,-0.679720,-1.123126,1.822902,-0.584179
9368,78.066667,-0.001763,-0.733196,-0.012297,-0.679904,-1.117834,1.822309,-0.581792
9369,78.075000,-0.000041,-0.733567,-0.013296,-0.679487,-1.111596,1.821774,-0.580224
9370,78.083333,0.000540,-0.733236,-0.011127,-0.679883,-1.105376,1.820935,-0.578296
9371,78.091667,-0.004208,-0.728747,-0.017705,-0.684541,-1.097838,1.821100,-0.575666
9372,78.100000,-0.005520,-0.732163,-0.014420,-0.680955,-1.093582,1.820163,-0.573043
9373,78.108333,-0.003509,-0.736416,-0.017519,-0.676294,-1.088456,1.819344,-0.571824
9374,78.116667,0.000832,-0.730710,-0.011711,-0.682587,-1.080785,1.817803,-0.569884
9375,78.125000,0.005402,-0.732940,-0.013811,-0.680132,-1.075396,1.817250,-0.567842
9376,78.133333,0.002211,-0.734007,-0.012659,-0.679021,-1.070053,1.816524,-0.565712
9377,78.141667,0.004497,-0.732563,-0.011727,-0.680583,-1.063017,1.815713,-0.563228
9378,78.150000,0.000948,-0.731713,-0.013810,-0.681472,-1.057201,1.815070,-0.561159
9379,78.158333,0.004405,-0.733966,-0.015743,-0.678990,-1.051839,1.814380,-0.559674
9380,78.166667,-0.001441,-0.731369,-0.017596,-0.681753,-1.045136,1.813687,-0.556843
9381,78.175000,-0.004151,-0.737514,-0.013753,-0.675179,-1.040395,1.813735,-0.554576
9382,78.183333,-0.001204,-0.731958,-0.014750,-0.681189,-1.032982,1.812121,-0.552736
9383,78.191667,0.007656,-0.738059,-0.013231,-0.674564,-1.036598,1.811972,-0.554074
9384,78.200000,0.004202,-0.745883,-0.017191,-0.665842,-1.036968,1.811886,-0.554575
9385,78.208333,0.002611,-0.732619,-0.013339,-0.680503,-1.015209,1.809466,-0.546153
9386,78.216667,0.003521,-0.734087,-0.012304,-0.678935,-1.009605,1.808589,-0.544723
9387,78.225000,0.001579,-0.731865,-0.015776,-0.681266,-1.003205,1.808222,-0.541919
9388,78.233333,-0.000827,-0.732065,-0.016228,-0.681041,-0.997475,1.807323,-0.539571
9389,78.241667,-0.000556,-0.732470,-0.015407,-0.680625,-0.991269,1.806748,-0.537680
9390,78.250000,0.000207,-0.736899,-0.018299,-0.675755,-0.986922,1.805986,-0.536740
9391,78.258333,0.002849,-0.730394,-0.015606,-0.682842,-0.978982,1.804670,-0.533748
9392,78.266667,0.005849,-0.733514,-0.013060,-0.679524,-0.974147,1.802977,-0.532031
9393,78.275000,0.009397,-0.734484,-0.013379,-0.678429,-0.968150,1.802508,-0.530105
9394,78.283333,0.003792,-0.731849,-0.014610,-0.681299,-0.961350,1.802183,-0.527645
9395,78.291667,0.004295,-0.731034,-0.014792,-0.682167,-0.955506,1.801064,-0.525435
9396,78.300000,0.000572,-0.732395,-0.017362,-0.680659,-0.950036,1.800512,-0.523098
9397,78.308333,0.000508,-0.732358,-0.016934,-0.680709,-0.943803,1.799787,-0.521048
9398,78.316667,0.013149,-0.730037,-0.014413,-0.683129,-0.937053,1.797536,-0.520573
9399,78.325000,0.008607,-0.733670,-0.012717,-0.679332,-0.932332,1.797051,-0.517464
9400,78.333333,0.007823,-0.735537,-0.013414,-0.677307,-0.927532,1.796103,-0.516027
9401,78.341667,0.007941,-0.732250,-0.014167,-0.680843,-0.920253,1.795720,-0.512880
9402,78.350000,0.005347,-0.731276,-0.015191,-0.681892,-0.914318,1.794910,-0.511239
9403,78.358333,0.005996,-0.733262,-0.014903,-0.679756,-0.908885,1.794148,-0.508776
9404,78.366667,0.003274,-0.732304,-0.016437,-0.680771,-0.903143,1.793555,-0.506805
9405,78.375000,0.002808,-0.731948,-0.016804,-0.681147,-0.896724,1.792585,-0.504502
9406,78.383333,0.000982,-0.736593,-0.017454,-0.676110,-0.892253,1.792165,-0.503997
9407,78.391667,0.014278,-0.732675,-0.010040,-0.680355,-0.885699,1.789392,-0.501306
9408,78.400000,0.009583,-0.731951,-0.014771,-0.681130,-0.879341,1.789719,-0.499343
9409,78.408333,0.012625,-0.734787,-0.013789,-0.678041,-0.874471,1.788882,-0.497750
9410,78.416667,0.012587,-0.734242,-0.014196,-0.678623,-0.868299,1.788186,-0.495837
9411,78.425000,0.010269,-0.732165,-0.016990,-0.680839,-0.862341,1.787324,-0.492414
9412,78.433333,0.010395,-0.731835,-0.018062,-0.681163,-0.855976,1.787159,-0.490355
9413,78.441667,0.010946,-0.732984,-0.018825,-0.679897,-0.850603,1.786581,-0.488633
9414,78.450000,0.006413,-0.731516,-0.019533,-0.681515,-0.844571,1.785142,-0.487085
9415,78.458333,0.009682,-0.731673,-0.019402,-0.681310,-0.838931,1.784788,-0.484289
9416,78.466667,0.009434,-0.736405,-0.021956,-0.676119,-0.834731,1.784071,-0.483142
9417,78.475000,0.019635,-0.734219,-0.020494,-0.678319,-0.828355,1.782267,-0.482098
9418,78.483333,0.017016,-0.734143,-0.019303,-0.678507,-0.823151,1.781776,-0.479834
9419,78.491667,0.012959,-0.731798,-0.020272,-0.681097,-0.816671,1.780975,-0.476924
9420,78.500000,0.017881,-0.733768,-0.020218,-0.678864,-0.811130,1.780408,-0.475403
9421,78.508333,0.015105,-0.732527,-0.021623,-0.680227,-0.805212,1.779877,-0.473386
9422,78.516667,0.012436,-0.731655,-0.022771,-0.681181,-0.799506,1.779076,-0.470910
9423,78.525000,0.009696,-0.732358,-0.026084,-0.680351,-0.794421,1.778724,-0.468875
9424,78.533333,0.014488,-0.732325,-0.024692,-0.680354,-0.788659,1.777861,-0.466997
9425,78.541667,0.013875,-0.731393,-0.023758,-0.681401,-0.783005,1.776886,-0.465804
9426,78.550000,0.021616,-0.732733,-0.020976,-0.679849,-0.777779,1.775376,-0.463412
9427,78.558333,0.018764,-0.734304,-0.024386,-0.678124,-0.773527,1.774878,-0.462263
9428,78.566667,0.023732,-0.732558,-0.020677,-0.679976,-0.767272,1.773598,-0.459846
9429,78.575000,0.018793,-0.732206,-0.025275,-0.680354,-0.762129,1.773508,-0.458548
9430,78.583333,0.016358,-0.733591,-0.025527,-0.678915,-0.756996,1.772887,-0.455966
9431,78.591667,0.015811,-0.732104,-0.026581,-0.680491,-0.751197,1.772532,-0.453725
9432,78.600000,0.017047,-0.731813,-0.027907,-0.680721,-0.745532,1.772363,-0.451450
9433,78.608333,0.016035,-0.731961,-0.030127,-0.680491,-0.740525,1.771857,-0.449657
9434,78.616667,0.014692,-0.731945,-0.028966,-0.680589,-0.735486,1.770617,-0.447477
9435,78.625000,0.020650,-0.732752,-0.026395,-0.679670,-0.730185,1.769904,-0.446361
9436,78.633333,0.022221,-0.731850,-0.025816,-0.680614,-0.725468,1.768669,-0.445448
9437,78.641667,0.023867,-0.735077,-0.026704,-0.677037,-0.720875,1.768384,-0.442781
9438,78.650000,0.016136,-0.732810,-0.026048,-0.679743,-0.715236,1.767713,-0.440851
9439,78.658333,0.022367,-0.731967,-0.026629,-0.680452,-0.709831,1.767165,-0.438601
9440,78.666667,0.021301,-0.733537,-0.027814,-0.678746,-0.705771,1.766268,-0.437505
