Format Version,1.21,Take Name,evo_flight_11,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-07-20 10.57.49 AM,Total Frames in Take,14678,Total Exported Frames,14678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z
3431,28.591667,-0.004512,-0.698484,-0.005113,-0.715593,-0.663258,0.062838,-0.518015
3432,28.600000,-0.004515,-0.698498,-0.005631,-0.715575,-0.663294,0.062800,-0.518023
3433,28.608333,0.000716,-0.696160,-0.009968,-0.717817,-0.662585,0.062505,-0.518464
3434,28.616667,-0.004712,-0.698521,-0.005071,-0.715556,-0.663239,0.062847,-0.518024
3435,28.625000,-0.004608,-0.698476,-0.005241,-0.715599,-0.663217,0.062876,-0.518008
3436,28.633333,-0.005173,-0.698989,-0.004734,-0.715098,-0.663325,0.062857,-0.517938
3437,28.641667,-0.004436,-0.699081,-0.004662,-0.715014,-0.663266,0.062886,-0.517936
3438,28.650000,-0.005520,-0.699085,-0.004654,-0.715002,-0.663265,0.062902,-0.517918
3439,28.658333,-0.004705,-0.698987,-0.005011,-0.715102,-0.663308,0.062849,-0.517985
3440,28.666667,-0.004447,-0.698364,-0.004906,-0.715712,-0.663194,0.062874,-0.517983
3441,28.675000,-0.004998,-0.699003,-0.004658,-0.715086,-0.663296,0.062871,-0.517951
3442,28.683333,-0.005041,-0.699136,-0.004718,-0.714956,-0.663310,0.062796,-0.518002
3443,28.691667,-0.005208,-0.699133,-0.004620,-0.714958,-0.663293,0.062886,-0.517949
3444,28.700000,-0.004757,-0.698590,-0.005246,-0.715487,-0.663264,0.062848,-0.518000
3445,28.708333,-0.004759,-0.698535,-0.005244,-0.715541,-0.663247,0.062809,-0.518021
3446,28.716667,-0.005104,-0.698972,-0.004813,-0.715115,-0.663289,0.062917,-0.517893
3447,28.725000,-0.005109,-0.699046,-0.004559,-0.715044,-0.663306,0.062935,-0.517919
3448,28.733333,-0.005100,-0.698478,-0.005318,-0.715594,-0.663233,0.062853,-0.518055
3449,28.741667,-0.005243,-0.699089,-0.004724,-0.715000,-0.663291,0.062829,-0.517961
3450,28.750000,-0.004452,-0.698383,-0.005087,-0.715693,-0.663245,0.062781,-0.518020
3451,28.758333,-0.004882,-0.699006,-0.004598,-0.715084,-0.663264,0.062912,-0.517907
3452,28.766667,-0.004609,-0.698897,-0.005177,-0.715188,-0.663288,0.062795,-0.517971
3453,28.775000,-0.004535,-0.698462,-0.005102,-0.715614,-0.663199,0.062852,-0.517984
3454,28.783333,-0.005289,-0.699151,-0.004742,-0.714938,-0.663278,0.062891,-0.517969
3455,28.791667,-0.005081,-0.698499,-0.005226,-0.715574,-0.663240,0.062858,-0.518022
3456,28.800000,-0.004666,-0.698590,-0.005176,-0.715488,-0.663232,0.062827,-0.518009
3457,28.808333,-0.004871,-0.699100,-0.004609,-0.714993,-0.663337,0.062765,-0.517973
3458,28.816667,-0.005511,-0.699208,-0.004478,-0.714883,-0.663315,0.062848,-0.517924
3459,28.825000,-0.004371,-0.698411,-0.005187,-0.715665,-0.663211,0.062838,-0.517989
3460,28.833333,-0.004700,-0.699171,-0.004640,-0.714924,-0.663317,0.062765,-0.517964
3461,28.841667,-0.004791,-0.698490,-0.004930,-0.715587,-0.663216,0.062874,-0.517953
3462,28.850000,-0.004606,-0.698432,-0.005215,-0.715643,-0.663247,0.062833,-0.518025
3463,28.858333,-0.004971,-0.698945,-0.004951,-0.715141,-0.663320,0.062810,-0.517949
3464,28.866667,-0.004839,-0.699029,-0.004688,-0.715062,-0.663289,0.062824,-0.517965
3465,28.875000,-0.005015,-0.698978,-0.005047,-0.715108,-0.663292,0.062870,-0.517948
3466,28.883333,-0.005253,-0.699267,-0.004601,-0.714827,-0.663329,0.062869,-0.517951
3467,28.891667,-0.004554,-0.698367,-0.005333,-0.715706,-0.663214,0.062824,-0.518020
3468,28.900000,-0.004418,-0.698430,-0.005167,-0.715646,-0.663232,0.062777,-0.518015
3469,28.908333,-0.005046,-0.699078,-0.004595,-0.715013,-0.663297,0.062832,-0.517949
3470,28.916667,-0.004395,-0.698575,-0.005168,-0.715505,-0.663265,0.062846,-0.518015
3471,28.925000,-0.004987,-0.699103,-0.004987,-0.714986,-0.663263,0.062896,-0.517895
3472,28.933333,-0.004724,-0.698413,-0.005402,-0.715659,-0.663255,0.062832,-0.518029
3473,28.941667,-0.004386,-0.698417,-0.005190,-0.715658,-0.663227,0.062833,-0.518013
3474,28.950000,-0.004519,-0.698949,-0.004779,-0.715141,-0.663289,0.062793,-0.517954
3475,28.958333,-0.004106,-0.698406,-0.005117,-0.715671,-0.663214,0.062832,-0.517996
3476,28.966667,-0.004611,-0.698470,-0.005223,-0.715606,-0.663230,0.062830,-0.518005
3477,28.975000,-0.004533,-0.698455,-0.005138,-0.715622,-0.663262,0.062817,-0.518028
3478,28.983333,-0.004310,-0.698523,-0.005263,-0.715556,-0.663222,0.062866,-0.517993
3479,28.991667,-0.004567,-0.699010,-0.004900,-0.715080,-0.663251,0.062844,-0.517940
3480,29.000000,-0.004922,-0.698982,-0.004900,-0.715105,-0.663270,0.062860,-0.517906
3481,29.008333,-0.005202,-0.699070,-0.004889,-0.715017,-0.663303,0.062823,-0.517934
3482,29.016667,-0.004260,-0.698425,-0.004931,-0.715654,-0.663208,0.062831,-0.518027
3483,29.025000,-0.004762,-0.698304,-0.005368,-0.715765,-0.663256,0.062805,-0.518025
3484,29.033333,-0.004805,-0.698476,-0.005361,-0.715597,-0.663230,0.062863,-0.517985
3485,29.041667,-0.004799,-0.698522,-0.005108,-0.715554,-0.663230,0.062864,-0.517991
3486,29.050000,-0.004607,-0.698500,-0.005324,-0.715576,-0.663226,0.062892,-0.517974
3487,29.058333,-0.005538,-0.699159,-0.004487,-0.714931,-0.663319,0.062840,-0.517934
3488,29.066667,-0.004646,-0.698368,-0.005473,-0.715703,-0.663190,0.062860,-0.517993
3489,29.075000,-0.005276,-0.698485,-0.005512,-0.715584,-0.663219,0.062873,-0.518014
3490,29.083333,-0.004985,-0.699180,-0.004599,-0.714913,-0.663332,0.062773,-0.517973
3491,29.091667,-0.004223,-0.698391,-0.004992,-0.715687,-0.663238,0.062783,-0.518019
3492,29.100000,-0.004966,-0.698517,-0.005259,-0.715557,-0.663242,0.062836,-0.517998
3493,29.108333,-0.004641,-0.698370,-0.005174,-0.715703,-0.663201,0.062857,-0.517994
3494,29.116667,-0.004104,-0.698437,-0.005408,-0.715639,-0.663248,0.062794,-0.518040
3495,29.125000,-0.004980,-0.698968,-0.004903,-0.715119,-0.663292,0.062802,-0.517984
3496,29.133333,-0.004205,-0.698421,-0.005258,-0.715655,-0.663174,0.062907,-0.517997
3497,29.141667,-0.005149,-0.698612,-0.005053,-0.715465,-0.663237,0.062873,-0.518040
3498,29.150000,-0.004675,-0.698382,-0.005264,-0.715691,-0.663214,0.062836,-0.518013
3499,29.158333,-0.005376,-0.698943,-0.005061,-0.715139,-0.663294,0.062866,-0.517963
3500,29.166667,-0.004333,-0.698385,-0.005469,-0.715688,-0.663230,0.062870,-0.518001
3501,29.175000,-0.004631,-0.698359,-0.005354,-0.715713,-0.663252,0.062839,-0.518014
3502,29.183333,-0.005380,-0.699157,-0.004666,-0.714933,-0.663293,0.062881,-0.517935
3503,29.191667,-0.004630,-0.698500,-0.004998,-0.715578,-0.663223,0.062819,-0.517997
3504,29.200000,-0.004588,-0.698520,-0.005470,-0.715555,-0.663248,0.062900,-0.518014
3505,29.208333,-0.005157,-0.698446,-0.005609,-0.715623,-0.663255,0.062848,-0.518040
3506,29.216667,-0.004923,-0.698860,-0.005049,-0.715224,-0.663250,0.062912,-0.517901
3507,29.225000,-0.004349,-0.698433,-0.005472,-0.715641,-0.663265,0.062796,-0.518039
3508,29.233333,-0.005078,-0.699144,-0.004783,-0.714947,-0.663320,0.062827,-0.517967
3509,29.241667,-0.004699,-0.699034,-0.004949,-0.715056,-0.663306,0.062864,-0.517935
3510,29.250000,-0.005049,-0.698354,-0.005527,-0.715713,-0.663252,0.062859,-0.518028
3511,29.258333,-0.004429,-0.698973,-0.004863,-0.715118,-0.663300,0.062862,-0.517921
3512,29.266667,-0.004124,-0.698483,-0.005132,-0.715597,-0.663215,0.062898,-0.517965
3513,29.275000,-0.004483,-0.698485,-0.005092,-0.715593,-0.663190,0.062864,-0.518016
3514,29.283333,-0.004567,-0.698355,-0.005305,-0.715717,-0.663201,0.062850,-0.517976
3515,29.291667,-0.004922,-0.699055,-0.004543,-0.715037,-0.663291,0.062782,-0.517955
3516,29.300000,-0.005001,-0.698425,-0.005327,-0.715646,-0.663242,0.062843,-0.518033
3517,29.308333,-0.004376,-0.698302,-0.005507,-0.715768,-0.663202,0.062899,-0.517994
3518,29.316667,-0.004746,-0.698893,-0.004713,-0.715195,-0.663269,0.062869,-0.517942
3519,29.325000,-0.005129,-0.698441,-0.005159,-0.715631,-0.663210,0.062923,-0.518005
3520,29.333333,-0.004874,-0.698491,-0.005382,-0.715582,-0.663243,0.062890,-0.518029
3521,29.341667,-0.004845,-0.698962,-0.004836,-0.715126,-0.663295,0.062868,-0.517920
3522,29.350000,-0.004859,-0.698940,-0.004995,-0.715146,-0.663260,0.062894,-0.517930
3523,29.358333,-0.004753,-0.698277,-0.005282,-0.715792,-0.663234,0.062893,-0.518022
3524,29.366667,-0.004699,-0.698426,-0.005359,-0.715647,-0.663230,0.062836,-0.518017
3525,29.375000,-0.005020,-0.699023,-0.004567,-0.715067,-0.663290,0.062855,-0.517984
3526,29.383333,-0.004411,-0.698481,-0.005228,-0.715596,-0.663213,0.062886,-0.518009
3527,29.391667,-0.004756,-0.698960,-0.004819,-0.715128,-0.663310,0.062889,-0.517946
3528,29.400000,-0.004417,-0.698451,-0.005293,-0.715624,-0.663257,0.062841,-0.518033
3529,29.408333,-0.004750,-0.698415,-0.005336,-0.715657,-0.663231,0.062862,-0.518004
3530,29.416667,-0.005069,-0.699075,-0.004508,-0.715016,-0.663283,0.062829,-0.517931
3531,29.425000,-0.004054,-0.698495,-0.005102,-0.715586,-0.663228,0.062798,-0.518037
3532,29.433333,-0.004579,-0.698402,-0.005033,-0.715673,-0.663201,0.062893,-0.518005
3533,29.441667,-0.004279,-0.698338,-0.005500,-0.715735,-0.663236,0.062855,-0.518030
3534,29.450000,-0.005232,-0.699021,-0.004774,-0.715066,-0.663290,0.062826,-0.517946
3535,29.458333,-0.004468,-0.698471,-0.005525,-0.715604,-0.663216,0.062869,-0.517981
3536,29.466667,-0.004832,-0.699037,-0.004799,-0.715053,-0.663295,0.062880,-0.517912
3537,29.475000,-0.004931,-0.698388,-0.005397,-0.715682,-0.663234,0.062869,-0.518024
3538,29.483333,-0.004776,-0.698652,-0.005107,-0.715427,-0.663237,0.062863,-0.518010
3539,29.491667,-0.004220,-0.698303,-0.005447,-0.715769,-0.663227,0.062898,-0.518005
3540,29.500000,-0.004526,-0.698491,-0.005083,-0.715586,-0.663232,0.062883,-0.517984
3541,29.508333,-0.004727,-0.698577,-0.005252,-0.715500,-0.663217,0.062894,-0.518002
3542,29.516667,-0.005252,-0.699055,-0.004704,-0.715033,-0.663286,0.062855,-0.517935
3543,29.525000,-0.004575,-0.698396,-0.005571,-0.715675,-0.663262,0.062885,-0.518016
3544,29.533333,-0.004669,-0.698350,-0.005535,-0.715720,-0.663217,0.062893,-0.518027
3545,29.541667,-0.005050,-0.698420,-0.005536,-0.715649,-0.663193,0.062949,-0.517993
3546,29.550000,-0.004999,-0.698933,-0.004956,-0.715153,-0.663267,0.062861,-0.517933
3547,29.558333,-0.004842,-0.698965,-0.004811,-0.715123,-0.663282,0.062859,-0.517927
3548,29.566667,-0.005061,-0.698992,-0.004802,-0.715095,-0.663261,0.062923,-0.517914
3549,29.575000,-0.005300,-0.699034,-0.004889,-0.715052,-0.663303,0.062851,-0.517959
3550,29.583333,-0.005103,-0.698473,-0.005086,-0.715600,-0.663241,0.062864,-0.518035
3551,29.591667,-0.004516,-0.698481,-0.005287,-0.715595,-0.663241,0.062858,-0.518023
3552,29.600000,-0.004656,-0.698446,-0.005136,-0.715629,-0.663221,0.062837,-0.517997
3553,29.608333,-0.005300,-0.698966,-0.004489,-0.715121,-0.663246,0.062913,-0.517931
3554,29.616667,-0.005051,-0.699025,-0.004934,-0.715062,-0.663292,0.062874,-0.517971
3555,29.625000,-0.004267,-0.698323,-0.005487,-0.715749,-0.663242,0.062856,-0.518024
3556,29.633333,-0.004723,-0.698410,-0.005360,-0.715662,-0.663218,0.062858,-0.517990
3557,29.641667,-0.004792,-0.699124,-0.004470,-0.714971,-0.663274,0.062858,-0.517953
3558,29.650000,-0.004461,-0.698400,-0.005589,-0.715672,-0.663209,0.062883,-0.518006
3559,29.658333,-0.004676,-0.698408,-0.005343,-0.715665,-0.663216,0.062910,-0.517986
3560,29.666667,-0.004231,-0.699009,-0.004855,-0.715084,-0.663295,0.062746,-0.517974
3561,29.675000,-0.004827,-0.698430,-0.005040,-0.715645,-0.663224,0.062812,-0.518041
3562,29.683333,-0.004334,-0.698998,-0.004703,-0.715095,-0.663295,0.062833,-0.517949
3563,29.691667,-0.005206,-0.698500,-0.005008,-0.715574,-0.663242,0.062863,-0.518036
3564,29.700000,-0.004874,-0.698449,-0.005472,-0.715622,-0.663225,0.062820,-0.518001
3565,29.708333,-0.004774,-0.699076,-0.004517,-0.715018,-0.663256,0.062855,-0.517937
3566,29.716667,-0.004582,-0.698337,-0.005228,-0.715735,-0.663192,0.062864,-0.518013
3567,29.725000,-0.004712,-0.698471,-0.005088,-0.715605,-0.663222,0.062829,-0.518000
3568,29.733333,-0.004610,-0.698924,-0.004941,-0.715164,-0.663279,0.062787,-0.517952
3569,29.741667,-0.004718,-0.698953,-0.004838,-0.715136,-0.663275,0.062879,-0.517948
3570,29.750000,-0.004388,-0.698389,-0.005443,-0.715684,-0.663239,0.062790,-0.518033
3571,29.758333,-0.004003,-0.698468,-0.005311,-0.715610,-0.663253,0.062782,-0.518034
3572,29.766667,-0.005164,-0.699090,-0.004890,-0.714998,-0.663290,0.062877,-0.517922
3573,29.775000,-0.004760,-0.698586,-0.004985,-0.715493,-0.663240,0.062822,-0.518035
3574,29.783333,-0.004974,-0.698313,-0.005076,-0.715758,-0.663198,0.062878,-0.517995
3575,29.791667,-0.004345,-0.698412,-0.005109,-0.715664,-0.663250,0.062793,-0.518017
3576,29.800000,-0.004570,-0.698312,-0.005429,-0.715758,-0.663221,0.062821,-0.518015
3577,29.808333,-0.005080,-0.698941,-0.005128,-0.715143,-0.663239,0.062905,-0.517938
3578,29.816667,-0.004969,-0.698454,-0.005100,-0.715620,-0.663209,0.062889,-0.517981
3579,29.825000,-0.004248,-0.698407,-0.005461,-0.715667,-0.663230,0.062865,-0.517988
3580,29.833333,-0.004318,-0.698411,-0.005580,-0.715663,-0.663224,0.062811,-0.518052
3581,29.841667,-0.004673,-0.698367,-0.005232,-0.715705,-0.663197,0.062814,-0.518017
3582,29.850000,-0.005008,-0.698892,-0.004873,-0.715193,-0.663262,0.062831,-0.517928
3583,29.858333,-0.005363,-0.699092,-0.004781,-0.714996,-0.663305,0.062829,-0.517957
3584,29.866667,-0.004931,-0.699026,-0.005123,-0.715061,-0.663282,0.062849,-0.517948
3585,29.875000,-0.005172,-0.698454,-0.005219,-0.715617,-0.663218,0.062889,-0.518022
3586,29.883333,-0.004927,-0.699029,-0.005019,-0.715059,-0.663302,0.062836,-0.517958
3587,29.891667,-0.004508,-0.698342,-0.005286,-0.715731,-0.663257,0.062758,-0.518028
3588,29.900000,-0.005352,-0.698950,-0.004904,-0.715133,-0.663288,0.062859,-0.517947
3589,29.908333,-0.004920,-0.699041,-0.004638,-0.715050,-0.663266,0.062875,-0.517918
3590,29.916667,-0.005015,-0.698923,-0.005055,-0.715162,-0.663261,0.062862,-0.517926
3591,29.925000,-0.004019,-0.698387,-0.005393,-0.715688,-0.663217,0.062849,-0.517980
3592,29.933333,-0.004818,-0.698362,-0.005278,-0.715709,-0.663241,0.062824,-0.518023
3593,29.941667,-0.004750,-0.698401,-0.005322,-0.715671,-0.663259,0.062789,-0.518063
3594,29.950000,-0.004318,-0.698551,-0.005354,-0.715527,-0.663223,0.062815,-0.517992
3595,29.958333,-0.004894,-0.698561,-0.005182,-0.715515,-0.663233,0.062877,-0.517976
3596,29.966667,-0.004464,-0.698555,-0.005206,-0.715523,-0.663199,0.062860,-0.517996
3597,29.975000,-0.004414,-0.698368,-0.005288,-0.715706,-0.663240,0.062815,-0.518016
3598,29.983333,-0.004770,-0.698470,-0.005091,-0.715605,-0.663234,0.062807,-0.518023
3599,29.991667,-0.004464,-0.698465,-0.005196,-0.715612,-0.663247,0.062830,-0.517996
3600,30.000000,-0.004425,-0.698260,-0.005598,-0.715808,-0.663205,0.062780,-0.518045
3601,30.008333,-0.004636,-0.698527,-0.005354,-0.715549,-0.663252,0.062842,-0.518014
3602,30.016667,-0.004675,-0.698559,-0.005060,-0.715520,-0.663230,0.062838,-0.517980
3603,30.025000,-0.004847,-0.698972,-0.004688,-0.715117,-0.663279,0.062824,-0.517953
3604,30.033333,-0.004712,-0.699041,-0.005162,-0.715048,-0.663270,0.062809,-0.517948
3605,30.041667,-0.004730,-0.698591,-0.004949,-0.715488,-0.663218,0.062819,-0.517982
3606,30.050000,-0.004985,-0.698468,-0.005576,-0.715603,-0.663231,0.062859,-0.517994
3607,30.058333,-0.004637,-0.698455,-0.005391,-0.715618,-0.663211,0.062861,-0.518001
3608,30.066667,-0.004729,-0.699042,-0.004859,-0.715048,-0.663269,0.062834,-0.517937
3609,30.075000,-0.004534,-0.699031,-0.004884,-0.715060,-0.663299,0.062818,-0.517956
3610,30.083333,-0.004353,-0.698417,-0.005599,-0.715656,-0.663199,0.062863,-0.517976
3611,30.091667,-0.004151,-0.698248,-0.005707,-0.715821,-0.663228,0.062824,-0.517994
3612,30.100000,-0.004644,-0.698453,-0.005337,-0.715621,-0.663218,0.062797,-0.518016
3613,30.108333,-0.004676,-0.698423,-0.005257,-0.715650,-0.663250,0.062838,-0.518011
3614,30.116667,-0.004250,-0.698369,-0.005453,-0.715704,-0.663220,0.062805,-0.518029
3615,30.125000,-0.004440,-0.698276,-0.005500,-0.715794,-0.663222,0.062817,-0.518009
3616,30.133333,-0.004918,-0.699067,-0.004732,-0.715023,-0.663293,0.062814,-0.517923
3617,30.141667,-0.004374,-0.698460,-0.005220,-0.715617,-0.663195,0.062841,-0.517990
3618,30.150000,-0.004995,-0.698492,-0.005463,-0.715580,-0.663196,0.062899,-0.518005
3619,30.158333,-0.004815,-0.698529,-0.005363,-0.715545,-0.663174,0.062873,-0.517999
3620,30.166667,-0.004871,-0.698428,-0.005113,-0.715645,-0.663218,0.062829,-0.518017
3621,30.175000,-0.004670,-0.698422,-0.005232,-0.715652,-0.663239,0.062873,-0.517992
3622,30.183333,-0.004336,-0.698430,-0.005280,-0.715646,-0.663231,0.062813,-0.518026
3623,30.191667,-0.004660,-0.698591,-0.005377,-0.715486,-0.663247,0.062830,-0.518005
3624,30.200000,-0.004486,-0.698536,-0.005126,-0.715542,-0.663201,0.062859,-0.517965
3625,30.208333,-0.004546,-0.698373,-0.005355,-0.715700,-0.663229,0.062831,-0.518002
3626,30.216667,-0.004855,-0.698535,-0.005239,-0.715541,-0.663193,0.062877,-0.517969
3627,30.225000,-0.005153,-0.699125,-0.004798,-0.714965,-0.663271,0.062896,-0.517929
3628,30.233333,-0.004211,-0.698547,-0.005236,-0.715533,-0.663182,0.062862,-0.517995
3629,30.241667,-0.005017,-0.698547,-0.005200,-0.715528,-0.663209,0.062864,-0.517996
3630,30.250000,-0.004264,-0.698565,-0.004834,-0.715518,-0.663211,0.062845,-0.518002
3631,30.258333,-0.004498,-0.698223,-0.005485,-0.715845,-0.663240,0.062858,-0.518028
3632,30.266667,-0.004371,-0.698368,-0.005263,-0.715707,-0.663197,0.062831,-0.518024
3633,30.275000,-0.005109,-0.698393,-0.005364,-0.715676,-0.663244,0.062849,-0.518018
3634,30.283333,-0.004222,-0.698494,-0.005225,-0.715585,-0.663224,0.062811,-0.518034
3635,30.291667,-0.004718,-0.698399,-0.005486,-0.715672,-0.663224,0.062848,-0.518013
3636,30.300000,-0.003906,-0.698389,-0.005218,-0.715689,-0.663204,0.062859,-0.518007
3637,30.308333,-0.004873,-0.699043,-0.004893,-0.715046,-0.663298,0.062814,-0.517952
3638,30.316667,-0.004687,-0.698889,-0.005059,-0.715197,-0.663254,0.062841,-0.517939
3639,30.325000,-0.004649,-0.698379,-0.005617,-0.715691,-0.663245,0.062877,-0.518015
3640,30.333333,-0.004767,-0.698457,-0.005665,-0.715614,-0.663189,0.062917,-0.518005
3641,30.341667,-0.004966,-0.699176,-0.004878,-0.714916,-0.663333,0.062791,-0.517996
3642,30.350000,-0.004563,-0.698501,-0.004982,-0.715577,-0.663215,0.062840,-0.517992
3643,30.358333,-0.004798,-0.698544,-0.004947,-0.715534,-0.663242,0.062820,-0.518041
3644,30.366667,-0.004660,-0.698943,-0.004851,-0.715146,-0.663289,0.062848,-0.517979
3645,30.375000,-0.004860,-0.698512,-0.005374,-0.715562,-0.663236,0.062825,-0.518017
3646,30.383333,-0.004635,-0.698957,-0.004696,-0.715133,-0.663273,0.062833,-0.517958
3647,30.391667,-0.004556,-0.698409,-0.005323,-0.715664,-0.663250,0.062803,-0.518013
3648,30.400000,-0.004790,-0.698429,-0.004750,-0.715647,-0.663218,0.062874,-0.518023
3649,30.408333,-0.004559,-0.698358,-0.005451,-0.715713,-0.663210,0.062877,-0.518029
3650,30.416667,-0.004157,-0.698393,-0.005242,-0.715683,-0.663203,0.062854,-0.518019
3651,30.425000,-0.004711,-0.698989,-0.004768,-0.715101,-0.663289,0.062866,-0.517959
3652,30.433333,-0.004129,-0.698446,-0.005337,-0.715631,-0.663200,0.062892,-0.517977
3653,30.441667,-0.005138,-0.699068,-0.005018,-0.715019,-0.663269,0.062891,-0.517925
3654,30.450000,-0.004716,-0.698520,-0.004933,-0.715558,-0.663167,0.062833,-0.518023
3655,30.458333,-0.005257,-0.699034,-0.004950,-0.715052,-0.663276,0.062890,-0.517926
3656,30.466667,-0.004484,-0.698450,-0.005457,-0.715624,-0.663268,0.062793,-0.518047
3657,30.475000,-0.004096,-0.698425,-0.005108,-0.715654,-0.663219,0.062875,-0.517981
3658,30.483333,-0.004889,-0.698999,-0.004945,-0.715089,-0.663307,0.062825,-0.517996
3659,30.491667,-0.004848,-0.699032,-0.004716,-0.715058,-0.663307,0.062846,-0.517940
3660,30.500000,-0.004660,-0.698446,-0.004957,-0.715630,-0.663262,0.062830,-0.518063
3661,30.508333,-0.004586,-0.698529,-0.005062,-0.715549,-0.663209,0.062867,-0.518022
3662,30.516667,-0.005811,-0.699077,-0.004789,-0.715007,-0.663296,0.062865,-0.517959
3663,30.525000,-0.003970,-0.698407,-0.005315,-0.715670,-0.663228,0.062896,-0.517984
3664,30.533333,-0.004360,-0.698465,-0.004999,-0.715614,-0.663233,0.062881,-0.517996
3665,30.541667,-0.005192,-0.699223,-0.004562,-0.714871,-0.663283,0.062883,-0.517938
3666,30.550000,-0.004644,-0.698432,-0.005353,-0.715641,-0.663183,0.062893,-0.517992
3667,30.558333,-0.004589,-0.698476,-0.004975,-0.715602,-0.663249,0.062792,-0.518004
3668,30.566667,-0.004791,-0.699087,-0.004477,-0.715007,-0.663296,0.062818,-0.517937
3669,30.575000,-0.004785,-0.698547,-0.005180,-0.715530,-0.663247,0.062836,-0.518016
3670,30.583333,-0.004424,-0.698530,-0.005359,-0.715547,-0.663208,0.062811,-0.518026
3671,30.591667,-0.005085,-0.699044,-0.004956,-0.715043,-0.663259,0.062938,-0.517906
3672,30.600000,-0.004882,-0.698587,-0.005198,-0.715489,-0.663216,0.062856,-0.517996
3673,30.608333,-0.004645,-0.699005,-0.004866,-0.715086,-0.663315,0.062803,-0.517965
3674,30.616667,-0.004319,-0.698434,-0.005033,-0.715644,-0.663174,0.062855,-0.518001
3675,30.625000,-0.004473,-0.698582,-0.005307,-0.715496,-0.663229,0.062862,-0.518012
3676,30.633333,-0.004342,-0.698464,-0.005071,-0.715614,-0.663199,0.062803,-0.517994
3677,30.641667,-0.004881,-0.699115,-0.004749,-0.714977,-0.663286,0.062811,-0.518008
3678,30.650000,-0.004777,-0.698581,-0.005165,-0.715496,-0.663227,0.062843,-0.518043
3679,30.658333,-0.004370,-0.699023,-0.004897,-0.715069,-0.663276,0.062875,-0.517918
3680,30.666667,-0.004838,-0.698532,-0.005282,-0.715543,-0.663235,0.062864,-0.518012
3681,30.675000,-0.005482,-0.699160,-0.004736,-0.714929,-0.663293,0.062821,-0.517984
3682,30.683333,-0.005492,-0.698660,-0.004693,-0.715418,-0.663220,0.062914,-0.517991
